model,accuracy,macro_f1,weighted_f1,macro_precision,macro_recall
RandomForest,0.6998781035478283,0.2058612620772947,0.5897825443846584,0.1778795982259327,0.2442896811178789
SVM,0.5317893116058253,0.2460952895307193,0.5472269486565449,0.24792901748559432,0.24667410293981196
LogisticRegression,0.5138897799448258,0.24411370811441413,0.5345013671983128,0.24706472181018194,0.24672199818789287
