col,n_rest,n_activity,mean_rest,mean_activity,delta_mean,t_stat,t_p,mw_stat,mw_p,test_label
ecg_mean_rr,858,2345,839.2741293613979,868.2159982655148,28.941868904116973,-5.558717779564185,3.1399787152568976e-08,884011.0,1.4141892347190873e-07,STAIR
ecg_mean_rr,858,5635,839.2741293613979,849.92307247045,10.648943109052198,-2.2997526679187437,0.02163693561556753,2278309.5,0.006538371651078055,6MWT
ecg_mean_rr,858,1756,839.2741293613979,854.2097362366416,14.935606875243707,-2.7735894142594297,0.005599885233396139,703604.0,0.006070542577647398,TUG
ecg_mean_rr,858,1242,839.2741293613979,805.0499415911995,-34.22418777019834,6.148869493510733,9.540448717521531e-10,615430.5,1.4659767201402927e-09,VELO
ecg_mean_rr,858,4250,839.2741293613979,824.7615358768828,-14.512593484515037,3.037635180439656,0.002431194106125284,1855725.5,0.4098247201580987,GAIT_ANALYSIS
